ImageNumber,ObjectNumber,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TIMEPOINT,TREATMENT,WELL,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
1450,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,2824.678515,4759.322993,8219.087805,0.056517308,0.095226455,0.164450825,0.054901961,0.095424838,0.15816994,0.021615856,0.029018603,0.075643967,1,44880,1209.956,0.579057324,6.87635E-06,1.1586E-05,3.66423E-06,2.12622E-06,3.52429E-06,1.32242E-05,2.64596E-10,4.4582E-10
1451,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,1058.011796,1610.282391,4624.004061,0.057547555,0.08758675,0.251509604,0.054901961,0.088888891,0.26928106,0.018141705,0.026277186,0.079376579,1,15066,786.404,0.348244156,1.24454E-05,1.89418E-05,1.66939E-05,5.89997E-06,1.78734E-05,4.36104E-05,2.37207E-09,3.61026E-09
1451,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,937.8549288,674.6496916,2658.938644,0.105519231,0.075905681,0.299160514,0.078431375,0.074509807,0.332026154,0.081412786,0.020685879,0.05181299,2,6676,525.182,0.253728943,3.96847E-05,2.85474E-05,4.48113E-05,1.11608E-05,4.97343E-05,0.000208229,2.34281E-08,1.68531E-08
1452,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,501.3411897,333.2666761,974.983029,0.106645648,0.07089272,0.20739907,0.090196081,0.070588239,0.202614382,0.052689754,0.015153704,0.043877941,1,3167,367.336,0.341817925,0.000109382,7.27117E-05,6.54875E-05,2.22887E-05,6.39768E-05,0.000475,1.01042E-07,6.71679E-08
1453,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,5128.074653,5588.162241,14326.65793,0.090833121,0.09898261,0.253766791,0.070588239,0.095424838,0.262745112,0.085811094,0.032238681,0.073483205,1,50486,1588.872,0.390053442,6.34015E-06,6.90898E-06,5.02648E-06,1.89012E-06,5.20432E-06,1.81767E-05,3.21962E-10,3.50848E-10
1454,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,4039.533446,10134.79505,12558.40297,0.050181163,0.125899639,0.156006944,0.047058824,0.125490204,0.13333334,0.018843064,0.045601156,0.092608226,1,72945,1816.158,0.807013047,3.99582E-06,1.00251E-05,2.13869E-06,1.72034E-06,1.82786E-06,5.46413E-06,6.78782E-11,1.703E-10
1455,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,3995.655015,4464.432802,11684.75723,0.097702832,0.109165513,0.285718829,0.074509807,0.112418301,0.322875828,0.081519336,0.034755035,0.063992546,1,36458,1000.524,0.382073218,8.36156E-06,9.34256E-06,7.83693E-06,3.0835E-06,8.8561E-06,2.45487E-05,6.00272E-10,6.70697E-10
1469,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,4477.623657,6013.238056,18762.45417,0.070623865,0.09484453,0.295933095,0.062745102,0.094117649,0.332026154,0.037454605,0.027754732,0.05607782,1,57805,1378.452,0.320493151,3.76411E-06,5.05502E-06,5.11951E-06,1.62819E-06,5.7439E-06,1.28817E-05,2.03178E-10,2.72859E-10
1470,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,759.0941394,905.5621171,3433.47592,0.060226447,0.071847201,0.272411609,0.05882353,0.070588239,0.284967333,0.016276518,0.01603014,0.058303811,1,9889,748.022,0.263745003,1.7541E-05,2.09255E-05,2.75469E-05,7.13806E-06,2.88166E-05,8.47666E-05,6.72538E-09,8.02305E-09
1470,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,1856.568679,1343.129448,4251.061562,0.107508754,0.077776909,0.246167211,0.070588239,0.077124186,0.248366013,0.085942842,0.019835911,0.065024258,2,13998,846.894,0.31595154,2.52899E-05,1.82959E-05,1.75859E-05,5.50966E-06,1.7743E-05,9.87477E-05,5.71821E-09,4.13682E-09
1473,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,8509.957111,15364.67497,15225.60302,0.071072669,0.128321265,0.127159777,0.062745102,0.132026151,0.121568628,0.034749523,0.037796274,0.054091004,1,112327,1665.228,1.009134085,4.66797E-06,8.42799E-06,1.13205E-06,1.17537E-06,1.08227E-06,4.93083E-06,4.11808E-11,7.43517E-11
1476,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,436.4470703,324.1411863,1294.806577,0.094305763,0.07003915,0.279776702,0.090196081,0.070588239,0.315032691,0.024221506,0.014873547,0.067631253,1,3124,374.788,0.250339465,7.28339E-05,5.40924E-05,8.95572E-05,2.25955E-05,0.000100843,0.000431009,9.31307E-08,6.91665E-08
1479,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,180.9333385,333.0862829,696.019628,0.040595319,0.074733292,0.156163255,0.039215688,0.070588239,0.138562098,0.009843632,0.024590071,0.086686761,1,2968,359.374,0.47855875,5.8325E-05,0.000107372,5.26157E-05,2.37831E-05,4.66853E-05,0.00018302,4.10634E-08,7.55951E-08
1480,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,11295.4905,8197.205444,17922.48677,0.11415121,0.08284022,0.181123037,0.082352944,0.081045754,0.169934645,0.084337025,0.021920157,0.072303744,1,88957,2594.3,0.45736987,6.36916E-06,4.62214E-06,2.03607E-06,9.11067E-07,1.9103E-06,1.54903E-05,1.56543E-10,1.13604E-10
1489,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,270.7098121,332.3856296,309.5777858,0.060792682,0.074643079,0.069521174,0.05882353,0.071895428,0.060130719,0.015438754,0.017931411,0.028292101,1,3010,340.406,1.073674032,0.000196373,0.000241113,2.30967E-05,2.38855E-05,1.9977E-05,0.00027058,6.07635E-08,7.46072E-08
1513,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,158.3882393,234.5895486,657.1843304,0.048200925,0.071390611,0.199995231,0.047058824,0.070588239,0.192156866,0.010613256,0.018641761,0.063159011,1,2114,287.438,0.356961567,7.33446E-05,0.000108631,9.46051E-05,3.33908E-05,9.08973E-05,0.000319381,9.71945E-08,1.43955E-07
1532,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,4238.721695,6613.09431,17915.06069,0.072116539,0.112513514,0.304802312,0.06666667,0.117647059,0.332026154,0.029507984,0.032564398,0.056707697,1,54018,1055.906,0.369136026,4.02547E-06,6.28039E-06,5.64261E-06,2.17792E-06,6.14658E-06,1.18657E-05,2.01879E-10,3.14964E-10
1533,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,2773.400078,3082.343876,7726.662961,0.070399799,0.078242007,0.196133087,0.05882353,0.078431375,0.194771245,0.037529553,0.02174468,0.08875981,1,34064,1346.554,0.39892304,9.11128E-06,1.01262E-05,5.75778E-06,2.30247E-06,5.7178E-06,2.64141E-05,6.70494E-10,7.45184E-10
1561,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,6176.466837,6873.902136,10527.51403,0.097540615,0.108554722,0.166253656,0.078431375,0.105882354,0.141176477,0.071479858,0.037556638,0.09513435,1,57645,1316.854,0.652946376,9.2653E-06,1.03115E-05,2.88409E-06,1.8368E-06,2.44907E-06,1.55875E-05,2.46162E-10,2.73958E-10
1563,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,13707.65529,10094.91398,35511.52791,0.117604737,0.086609247,0.304670916,0.082352944,0.084967323,0.332026154,0.094425594,0.019855873,0.044529245,1,107239,2565.544,0.284271463,3.31173E-06,2.43891E-06,2.84105E-06,7.92317E-07,3.09613E-06,1.26622E-05,1.08635E-10,8.00035E-11
1563,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,NOUV,1,173.0509849,267.288897,817.4640729,0.043910425,0.067822608,0.207425545,0.043137256,0.06797386,0.201307192,0.010010814,0.014376948,0.04883183,2,2522,378.514,0.326973265,5.37154E-05,8.29671E-05,8.22464E-05,2.69524E-05,7.98205E-05,0.000256713,6.51391E-08,1.00612E-07
1582,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,14682.9808,14190.04873,3567.67853,0.161126568,0.155717282,0.03915062,0.145098045,0.162091509,0.031372551,0.091657181,0.049100037,0.030558989,1,84794,1418.344,3.97738995,4.51629E-05,4.36467E-05,4.61715E-07,1.91159E-06,3.69986E-07,1.2203E-05,1.33912E-10,1.29416E-10
1586,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,7641.121771,2809.466743,297.6170027,0.269214733,0.098984136,0.010485749,0.235294119,0.098039217,0.006535948,0.167900207,0.038066147,0.013324495,1,23899,1053.46,9.439873117,0.000904568,0.000332589,4.38753E-07,4.10223E-06,2.73482E-07,0.000113803,4.00955E-09,1.47422E-09
1597,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,3115.992242,895.4954477,123.0522913,0.326898053,0.093946228,0.012909389,0.274509817,0.09150327,0.009150327,0.145780236,0.035810867,0.011964177,1,7597,435.826,7.277356953,0.002656578,0.000763466,1.69927E-06,1.20447E-05,1.20447E-06,0.000458027,4.80515E-08,1.38094E-08
1597,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,25664.97316,11589.96238,3820.902065,0.433507984,0.195766471,0.064538994,0.411764711,0.210457519,0.053594772,0.263915359,0.070418933,0.042306703,2,54435,1121.466,3.033305273,0.000113457,5.12357E-05,1.18562E-06,3.86622E-06,9.84565E-07,4.068E-05,6.87127E-10,3.10297E-10
1598,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,10684.36499,5966.380558,2094.031432,0.213345946,0.119136992,0.041813727,0.156862751,0.118954249,0.03398693,0.174003153,0.04378422,0.028279452,1,45429,1075.74,2.849231615,0.000101883,5.68936E-05,9.20419E-07,2.61847E-06,7.48133E-07,3.94189E-05,7.87119E-10,4.39544E-10
1599,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,14114.42,8891.71786,4107.953052,0.250682367,0.157923378,0.072960235,0.180392161,0.168627456,0.064052291,0.184492669,0.051637154,0.040532733,1,51847,990.9,2.164513018,6.10237E-05,3.84433E-05,1.40722E-06,3.25241E-06,1.23541E-06,3.06164E-05,5.43769E-10,3.4256E-10
1600,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,7960.886495,2388.441889,541.4130877,0.30193759,0.09058795,0.020534517,0.250980407,0.088888891,0.014379085,0.175742476,0.028751723,0.01719458,1,22789,838.958,4.411496403,0.000557684,0.000167318,9.01071E-07,3.90052E-06,6.30966E-07,0.000146259,5.54724E-09,1.6643E-09
1602,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,15706.05925,17552.88409,6846.490378,0.171039664,0.191151667,0.074558576,0.141176477,0.203921571,0.06797386,0.120082488,0.06840064,0.047518271,1,85094,1530.706,2.563778392,2.49821E-05,2.79197E-05,8.76191E-07,2.39643E-06,7.98809E-07,1.05153E-05,1.14512E-10,1.27977E-10
1604,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,5343.690331,2966.251061,305.3895516,0.219760254,0.121987624,0.012559202,0.200000003,0.121568628,0.010457517,0.122685337,0.052545733,0.008799584,1,21047,750.022,9.713007683,0.000719606,0.000399449,5.96722E-07,5.77605E-06,4.96865E-07,8.5594E-05,3.52007E-09,1.95397E-09
1606,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,948.2353219,1524.955596,277.7699427,0.050017688,0.080438633,0.014651859,0.043137256,0.078431375,0.007843138,0.027528347,0.028276583,0.017835762,1,15019,957.83,5.489994998,0.000180069,0.000289587,9.75555E-07,5.22214E-06,5.22214E-07,4.14017E-05,2.18386E-09,3.5121E-09
1610,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,20164.09854,9332.898278,1102.139901,0.379181213,0.175502995,0.020725486,0.380392164,0.180392161,0.015686275,0.247826458,0.069681029,0.017541772,1,48630,996.148,8.467979673,0.000344041,0.000159238,4.26187E-07,3.70948E-06,3.22564E-07,4.44281E-05,8.35461E-10,3.86691E-10
1611,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,12649.23565,9108.761027,1433.380433,0.261121251,0.188034372,0.029589621,0.180392161,0.197385624,0.019607844,0.194945948,0.078390563,0.030369199,1,44006,968.416,6.354740735,0.000182172,0.000131182,6.724E-07,4.48543E-06,4.45572E-07,3.15568E-05,6.51435E-10,4.69101E-10
1612,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,14152.21998,13056.26567,4569.669403,0.213841132,0.197281178,0.069048056,0.176470593,0.213071898,0.056209151,0.126695611,0.070735373,0.050561933,1,60936,1174.084,2.857157601,4.67958E-05,4.31719E-05,1.13312E-06,3.49665E-06,9.22429E-07,1.77882E-05,2.68781E-10,2.47966E-10
1614,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,30822.41256,24977.78363,8662.303503,0.239272864,0.193901299,0.067245034,0.215686277,0.200000003,0.050980393,0.1619942,0.067749689,0.053348832,1,121162,1746.75,2.883503634,2.76223E-05,2.23845E-05,5.55001E-07,1.65068E-06,4.20762E-07,1.01847E-05,7.9063E-11,6.40708E-11
1626,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,13017.47879,6905.589729,1398.984354,0.249252839,0.132225132,0.026787124,0.219607845,0.135947719,0.022222223,0.163982468,0.047292908,0.018922069,1,47828,977.83,4.936145075,0.000178167,9.45151E-05,5.60072E-07,2.84243E-06,4.64628E-07,3.94134E-05,7.5467E-10,4.00342E-10
1626,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,14797.32189,7862.511281,3119.852368,0.35769107,0.190058045,0.075415223,0.211764708,0.20653595,0.061437909,0.288565023,0.068791447,0.053154816,2,37652,808.162,2.520154916,0.00011465,6.09189E-05,2.00295E-06,5.48539E-06,1.63173E-06,4.99843E-05,1.20826E-09,6.42003E-10
1630,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,4620.494188,932.0876071,105.9921602,0.483012146,0.09743755,0.011080092,0.345098048,0.09150327,0.007843138,0.319464012,0.041686883,0.009082356,1,7634,432.138,8.793929715,0.004557055,0.00091929,1.45141E-06,1.19863E-05,1.0274E-06,0.000649351,6.78811E-08,1.36936E-08
1631,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,25280.29872,19733.95479,5657.632838,0.273898662,0.21380696,0.061297459,0.235294119,0.227450982,0.037908498,0.172736142,0.079913834,0.058624461,1,85464,1575.878,3.488023234,4.84122E-05,3.77909E-05,7.17231E-07,2.66137E-06,4.43561E-07,1.49894E-05,1.62402E-10,1.26772E-10
1637,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,2940.19616,4098.099466,1491.090237,0.08289014,0.115533801,0.042036882,0.070588239,0.11503268,0.031372551,0.046032976,0.048177782,0.033702773,1,31169,1008.798,2.748391321,5.55903E-05,7.74828E-05,1.34868E-06,3.69061E-06,1.00653E-06,2.30182E-05,6.48929E-10,9.0449E-10
1644,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,28106.80472,20025.34946,5350.277271,0.267660912,0.190701268,0.050950654,0.243137255,0.203921571,0.044444446,0.168496508,0.064493029,0.035406192,1,98157,1569.706,3.742861995,5.00275E-05,3.56432E-05,5.19073E-07,2.0775E-06,4.52789E-07,1.42991E-05,1.36171E-10,9.7018E-11
1646,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,5553.568781,1834.0458,322.6156957,0.27484751,0.090767386,0.015966332,0.247058824,0.088888891,0.009150327,0.166443062,0.036677767,0.017624066,1,17077,769.092,5.684924275,0.000851935,0.000281348,9.34961E-07,5.20518E-06,5.35828E-07,0.000177317,8.77546E-09,2.89806E-09
1654,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,148.7176513,258.3202681,206.7986987,0.042273352,0.07342816,0.05878303,0.039215688,0.071895428,0.050980393,0.014722578,0.021076419,0.037058929,1,2340,273.846,1.249138751,0.000204418,0.000355071,2.5121E-05,3.07245E-05,2.17865E-05,0.00024603,6.99346E-08,1.21475E-07
1657,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,33661.4676,17936.06057,8935.445986,0.357579566,0.190531466,0.094919596,0.31764707,0.202614382,0.090196081,0.246625119,0.066690013,0.042882234,1,88222,1329.242,2.007293268,4.00181E-05,2.13231E-05,1.07592E-06,2.29664E-06,1.02238E-06,2.1273E-05,2.25979E-10,1.2041E-10
1663,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,25150.98892,34837.62452,12880.63042,0.159929474,0.221524609,0.081905028,0.137254909,0.236601308,0.069281049,0.098202374,0.081888946,0.059066155,1,147561,2364.104,2.704652131,1.24163E-05,1.71983E-05,5.55059E-07,1.60341E-06,4.69508E-07,4.89255E-06,3.11106E-11,4.30925E-11
1668,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,1947.980447,1987.785677,421.2300776,0.094525449,0.096456991,0.020440124,0.086274512,0.095424838,0.011764706,0.047143383,0.039932219,0.0240227,1,16931,844.302,4.719002233,0.000224403,0.000228989,1.20726E-06,5.6361E-06,6.94862E-07,5.78805E-05,2.80864E-09,2.86604E-09
1671,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,1882.32554,477.2379213,23.44967408,0.288788822,0.07321846,0.003597679,0.239215687,0.070588239,0.003921569,0.163065678,0.024191107,0.001659812,1,4556,511.386,20.35158014,0.01231526,0.003122366,7.89657E-07,1.54935E-05,8.60748E-07,0.000865717,1.32819E-07,3.36746E-08
1672,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,27406.3968,21595.87121,10036.06956,0.180626091,0.142330925,0.066144266,0.168627456,0.142483667,0.052287582,0.104707196,0.044986785,0.051628421,1,143693,1844.724,2.151825581,1.79977E-05,1.41819E-05,4.60317E-07,9.91584E-07,3.63884E-07,8.83173E-06,5.82069E-11,4.58662E-11
1672,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,27917.10628,11201.91927,4883.619734,0.506938556,0.203412371,0.08868022,0.407843143,0.216993466,0.088888891,0.334756324,0.078648055,0.044667415,2,50701,957.212,2.293773856,0.000103804,4.1652E-05,1.74908E-06,4.27987E-06,1.7532E-06,4.91543E-05,8.92578E-10,3.58153E-10
1683,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,183.2235345,349.9058908,424.836612,0.040572085,0.077481375,0.094073652,0.039215688,0.078431375,0.077124186,0.010153837,0.025329821,0.068966306,1,3243,267.986,0.823624615,9.55004E-05,0.000182379,2.90082E-05,2.41848E-05,2.37817E-05,0.000161467,3.57544E-08,6.82809E-08
1684,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,313.6784405,607.7255076,76.89804164,0.043773157,0.084806797,0.010730958,0.043137256,0.074509807,0.009150327,0.014126022,0.036523621,0.006287471,1,5485,378.654,7.9030037,0.000569236,0.001102847,1.95642E-06,1.35843E-05,1.66825E-06,9.41024E-05,1.31318E-08,2.54417E-08
1692,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,29142.51446,20386.2789,7070.742674,0.236778934,0.165635721,0.057448815,0.211764708,0.173856214,0.044444446,0.137767252,0.057119643,0.047880789,1,114035,2114.85,2.883187784,3.34871E-05,2.34255E-05,5.03782E-07,1.52459E-06,3.89744E-07,1.25358E-05,1.01851E-10,7.12489E-11
1693,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,58032.84468,40762.06396,15685.4148,0.296253719,0.20808756,0.080072974,0.235294119,0.20653595,0.062745102,0.204743431,0.080687657,0.057229318,1,185854,2411.32,2.598724004,1.88872E-05,1.32663E-05,4.30838E-07,1.11128E-06,3.37604E-07,7.6603E-06,3.91053E-11,2.74674E-11
1693,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,52052.26022,22948.65559,16720.4658,0.288960897,0.127396276,0.092821345,0.227450982,0.129411772,0.084967323,0.196823906,0.035230288,0.049548894,2,169579,2396.632,1.372489012,1.72819E-05,7.61918E-06,5.47363E-07,7.63136E-07,5.01049E-07,1.33755E-05,7.42523E-11,3.27361E-11
1694,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,32574.07925,11340.50224,1365.485007,0.439507242,0.153012241,0.018423868,0.447058827,0.151633993,0.014379085,0.225826716,0.061137842,0.012959283,1,68425,1296.93,8.305109307,0.000321869,0.000112057,2.69256E-07,2.21606E-06,2.10144E-07,4.19783E-05,5.66394E-10,1.97187E-10
1698,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,1289.498076,2870.189615,1473.709844,0.04189947,0.093260645,0.047885035,0.039215688,0.09150327,0.031372551,0.013949384,0.036403167,0.044320079,1,26526,997.142,1.947594791,2.84313E-05,6.32829E-05,1.80521E-06,3.44957E-06,1.18271E-06,1.69371E-05,5.50334E-10,1.22494E-09
1700,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,30946.93019,17711.46708,1443.738605,0.286604032,0.164028479,0.013370674,0.250980407,0.168627456,0.009150327,0.185206861,0.061057858,0.012956709,1,100530,1724.062,12.26777965,0.000198515,0.000113614,1.33002E-07,1.67738E-06,9.10209E-08,1.73807E-05,1.60965E-10,9.21232E-11
1703,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,8782.788473,4397.404037,1400.264091,0.198185497,0.099228361,0.031597258,0.164705887,0.098039217,0.020915033,0.114165305,0.035029538,0.028375183,1,39584,1093.428,3.140410488,0.000141534,7.0864E-05,7.98233E-07,2.47674E-06,5.28371E-07,5.04564E-05,1.13856E-09,5.70059E-10
1708,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,45555.42477,22015.56268,19053.49594,0.309320085,0.149485067,0.129372715,0.243137255,0.146405235,0.103267975,0.205294371,0.05907329,0.086389055,1,137994,2160.57,1.155460539,1.62343E-05,7.84555E-06,9.37524E-07,1.06095E-06,7.48351E-07,1.49951E-05,1.01816E-10,4.92048E-11
1712,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,304.7607929,368.5895522,53.89542653,0.064787584,0.078356622,0.011457361,0.054901961,0.071895428,0.007843138,0.033434787,0.03352469,0.012086725,1,3357,379.234,6.838976439,0.001202098,0.001453864,3.41298E-06,2.14166E-05,2.33635E-06,0.0002463,5.23597E-08,6.33259E-08
1712,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,358.5411875,762.5660326,307.1817076,0.049101779,0.104432489,0.04206816,0.047058824,0.087581702,0.02875817,0.018891112,0.056890137,0.031518534,2,5726,407.858,2.482459123,0.000159846,0.00033997,7.34687E-06,1.52954E-05,5.02238E-06,8.21127E-05,1.12452E-08,2.3917E-08
1717,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,11062.00031,4000.478544,1664.5007,0.289528105,0.104705382,0.043565334,0.227450982,0.104575165,0.036601309,0.193196684,0.037342113,0.029293495,1,33861,1070.014,2.403410551,0.000173943,6.2905E-05,1.28659E-06,3.08837E-06,1.08093E-06,8.16624E-05,2.13737E-09,7.7296E-10
1718,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,23208.74173,13688.00947,7838.617205,0.328568177,0.193782341,0.110971986,0.247058824,0.20784314,0.105882354,0.240091126,0.066781096,0.060639518,1,65565,1118.154,1.746227569,4.19166E-05,2.47215E-05,1.69255E-06,3.17003E-06,1.61492E-06,2.58606E-05,3.66111E-10,2.15924E-10
1719,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,9601.506143,3553.834089,709.8000197,0.336670505,0.124612858,0.024888671,0.290196091,0.128104582,0.014379085,0.20310221,0.046678569,0.027698796,1,25020,778.334,5.006810356,0.000474317,0.000175561,9.94751E-07,5.12009E-06,5.74704E-07,0.000107983,3.78635E-09,1.40145E-09
1722,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,31746.31851,22678.80314,12397.2853,0.281748718,0.201274478,0.110025962,0.20784314,0.216993466,0.095424838,0.201423691,0.06691766,0.074334451,1,105290,1675.056,1.829336229,2.27266E-05,1.62354E-05,1.04498E-06,2.06091E-06,9.06305E-07,1.32949E-05,1.17993E-10,8.4291E-11
1724,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,14051.5688,4591.18966,1150.590881,0.451383514,0.147484409,0.036960838,0.270588249,0.151633993,0.027450981,0.355066171,0.062738956,0.036041872,1,27634,767.334,3.990288586,0.000392306,0.000128181,1.33751E-06,5.48723E-06,9.93377E-07,0.000110753,3.55776E-09,1.16246E-09
1738,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,21304.5888,15615.67617,7346.138764,0.227820016,0.16698579,0.078555726,0.176470593,0.176470593,0.065359481,0.147406842,0.056990075,0.059283183,1,87132,1446.414,2.125698503,3.10122E-05,2.27311E-05,9.01571E-07,2.02532E-06,7.5012E-07,1.56579E-05,1.67438E-10,1.22727E-10
1742,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,369.4509911,398.3124288,114.8261471,0.073669191,0.079424213,0.02289654,0.062745102,0.077124186,0.013071896,0.050675524,0.041528123,0.025190652,1,3448,351.922,3.468830392,0.000641572,0.000691691,6.64053E-06,2.23678E-05,3.79115E-06,0.000269008,5.36407E-08,5.78311E-08
1742,2,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,8522.317874,5472.566156,1079.40526,0.156957435,0.100789476,0.019879648,0.129411772,0.088888891,0.013071896,0.090291427,0.048799407,0.016960505,2,48886,1354.866,5.06998285,0.000145411,9.3375E-05,4.06653E-07,1.81829E-06,2.67395E-07,3.18553E-05,5.86687E-10,3.76738E-10
1742,3,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,2887.325572,3669.97657,2209.264111,0.091530372,0.116340991,0.070035318,0.082352944,0.098039217,0.053594772,0.043766646,0.064844949,0.053190358,3,26756,1271.618,1.661176023,4.14303E-05,5.26605E-05,2.61756E-06,3.6642E-06,2.00309E-06,2.94043E-05,9.32139E-10,1.18481E-09
1743,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,363.4588343,401.1307293,24.71895521,0.067670608,0.074684552,0.0046023,0.05882353,0.071895428,0.003921569,0.033549623,0.022997526,0.003007374,1,3718,414.584,16.22765711,0.0027376,0.003021347,1.23784E-06,1.93371E-05,1.05475E-06,0.000243702,4.53738E-08,5.00767E-08
1755,1,Male,WT,CG14,-,FL/FL FL/FL,12HR,UV,1,32505.00068,25345.27523,10128.78589,0.355743561,0.27738558,0.110852185,0.23137255,0.315032691,0.101960786,0.289672897,0.110175527,0.067753856,1,85054,1536.286,2.502301412,3.5122E-05,2.73859E-05,1.30332E-06,3.70391E-06,1.19878E-06,1.50785E-05,1.65023E-10,1.28674E-10
