ImageNumber,ObjectNumber,Metadata_Day,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TREATMENT,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
321,2,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,420.541192,17178.05147,52.82222413,30.73202716,0.005352644,0.218642069,0.000672321,0.000391157,0,0.237908497,0,0,0.011278215,0.110858513,0.003079354,0.002953896,2,71099,1697.572,0.024481309,0.003074983,0.001789029,0.005914868,0.000742939,0.000432243,3.44E-07,4.32E-08,2.52E-08
321,3,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,290.6470693,6708.257697,110.4326833,7.98692836,0.008042032,0.185613505,0.003055607,0.000220994,0,0.193464056,0,0,0.013049927,0.091760496,0.008632972,0.002146504,3,32562,782.436,0.04332676,0.016462201,0.001190611,0.008925959,0.003391459,0.000245284,1.33E-06,5.06E-07,3.66E-08
324,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,176.2627512,2482.366074,0,0.138562096,0.009896842,0.139380465,0,7.78E-06,0,0.142483667,0,0,0.015686894,0.07570283,0,0.000230833,1,15289,554.8,0.071005946,0,5.58E-05,0.01152873,0,9.06E-06,4.64E-06,0,3.65E-09
327,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,582.3019808,11306.34149,69.63137491,8.107189826,0.011809722,0.229304997,0.001412201,0.000164423,0.003921569,0.244444445,0,0,0.015398299,0.119103197,0.00525066,0.001493547,1,44946,975.524,0.051502246,0.006158612,0.000717048,0.012955591,0.001549223,0.000180376,1.15E-06,1.37E-07,1.60E-08
327,2,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,99.68627777,1073.590876,0,0.203921576,0.012384927,0.133381895,0,2.53E-05,0,0.132026151,0,0,0.018555827,0.082106598,0,0.000446948,2,6452,342.82,0.092853134,0,0.000189943,0.015450446,0,3.16E-05,1.44E-05,0,2.94E-08
328,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,249.9882443,7965.575384,39.01176594,2.860130821,0.006046981,0.192679794,0.000943658,6.92E-05,0,0.196078435,0,0,0.011484109,0.105320172,0.004880539,0.00085495,1,37423,885.238,0.031383576,0.004897545,0.000359061,0.00668007,0.001042454,7.64E-05,8.39E-07,1.31E-07,9.59E-09
328,2,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,450.9137411,9426.451255,2.780392268,18.10196138,0.010992534,0.229801347,6.78E-05,0.000441296,0.003921569,0.253594786,0,0,0.014570691,0.113929468,0.00070243,0.003522803,2,36921,927.11,0.047834941,0.000294956,0.001920337,0.012212934,7.53E-05,0.000490289,1.30E-06,7.99E-09,5.20E-08
331,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,512.4235477,19361.10905,30.04836704,23.60261517,0.006588538,0.248937436,0.00038635,0.000303473,0,0.264052302,0,0,0.012251434,0.106032445,0.002763887,0.002219801,1,72260,1253.402,0.026466642,0.001551996,0.001219074,0.007091386,0.000415837,0.000326635,3.66E-07,2.15E-08,1.69E-08
331,2,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,169.56079,1422.190888,0,2.640522969,0.014984163,0.125679647,0,0.000233344,0.011764706,0.117647059,0,0,0.016905262,0.082645969,0,0.001860347,2,9347,463.692,0.119225057,0,0.001856659,0.018140664,0,0.0002825,1.28E-05,0,1.99E-07
331,3,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,397.8902104,8777.889132,56.53856394,1.098039254,0.008860711,0.195476876,0.001259071,2.45E-05,0.003921569,0.196078435,0,0,0.012243931,0.105733227,0.005860109,0.00044723,3,40858,936.556,0.045328689,0.006441021,0.000125091,0.009738367,0.001383782,2.69E-05,1.11E-06,1.58E-07,3.06E-09
335,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,163.7019667,4194.130842,0,0.745098067,0.006746702,0.172854057,0,3.07E-05,0,0.163398698,0,0,0.011130468,0.106541257,0,0.00051503,1,21097,738.608,0.039031202,0,0.000177653,0.00775949,0,3.53E-05,1.85E-06,0,8.42E-09
338,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,10.32156908,297.8392238,0,0.007843137,0.002638438,0.076134771,0,2.00E-06,0,0.064052291,0,0,0.005487928,0.047289028,0,9.34E-05,1,2712,257.744,0.034654835,0,2.63E-05,0.003805888,0,2.89E-06,1.28E-05,0,9.71E-09
340,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,214.4862827,13264.62001,0.350326811,19.74117712,0.003764172,0.232790228,6.15E-06,0.000346452,0,0.254901975,0,0,0.00837076,0.10238091,0.00017547,0.003087999,1,52362,1036.524,0.016169802,2.64E-05,0.001488258,0.00409622,6.69E-06,0.000377013,3.09E-07,5.04E-10,2.84E-08
341,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,433.7921706,4029.626254,0,52.10196247,0.019264241,0.178951339,0,0.002313792,0.011764706,0.190849677,0,0,0.022937513,0.098268315,0,0.008386035,1,19614,639.22,0.107650721,0,0.012929726,0.022116456,0,0.002656366,5.49E-06,0,6.59E-07
345,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,53.27843327,1115.909834,0,0.334640535,0.011876601,0.248753864,0,7.46E-05,0.007843138,0.278431386,0,0,0.014265218,0.125676153,0,0.000786843,1,3002,328.878,0.047744389,0,0.000299881,0.017747646,0,0.000111473,1.59E-05,0,9.99E-08
347,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,487.509822,25269.12879,1.439215742,10.72679775,0.005312995,0.275388836,1.57E-05,0.000116903,0,0.305882365,0,0,0.009775913,0.119489855,0.000386984,0.001191899,1,85826,1334.726,0.019292704,5.70E-05,0.000424502,0.005680211,1.68E-05,0.000124983,2.25E-07,6.64E-10,4.95E-09
348,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,1227.862788,36630.84546,11.21045792,75.56078687,0.009167397,0.273491059,8.37E-05,0.000564147,0,0.295424849,0,0,0.01534273,0.116026633,0.00120687,0.003143468,1,125665,1914.284,0.033519914,0.000306039,0.002062764,0.009770921,8.92E-05,0.000601287,2.67E-07,2.44E-09,1.64E-08
350,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,314.5686384,6218.470774,0.126797391,61.66536139,0.010901325,0.215500096,4.39E-06,0.002137003,0.003921569,0.240522876,0,0,0.016362263,0.110486872,0.000127998,0.00967634,1,25699,686.226,0.050586173,2.04E-05,0.009916483,0.012240501,4.93E-06,0.002399524,1.97E-06,7.93E-10,3.86E-07
354,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,637.643157,2840.393538,0.005228758,23.45359553,0.02783617,0.123996749,2.28E-07,0.001023862,0.023529412,0.098039217,0,0,0.024503535,0.079753805,2.12E-05,0.005674174,1,19263,867.614,0.224491131,1.84E-06,0.008257164,0.033101965,2.71E-07,0.001217546,1.17E-05,9.56E-11,4.29E-07
358,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,461.0313886,9052.187176,18.14902018,49.45098192,0.011560176,0.226979945,0.000455079,0.001239963,0.007843138,0.248366013,0,0,0.014821681,0.132041983,0.003175386,0.006375758,1,35377,1079.664,0.050930386,0.002004932,0.005462877,0.013031953,0.000513018,0.001397829,1.44E-06,5.67E-08,1.54E-07
360,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,471.6274679,9135.213313,0.616993486,97.8352971,0.007500318,0.1452778,9.81E-06,0.00155588,0,0.145098045,0,0,0.013829055,0.072659104,0.000310876,0.00913408,1,57550,1192.574,0.051627417,6.75E-05,0.010709689,0.008195091,1.07E-05,0.001700005,8.97E-07,1.17E-09,1.86E-07
362,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,1727.670637,10738.99646,6.797385851,179.0640578,0.052885718,0.328731372,0.000208075,0.005481329,0.043137256,0.406535953,0,0,0.054923551,0.20195019,0.001771759,0.016432462,1,29103,796.99,0.16087822,0.000632963,0.016674189,0.059364005,0.000233563,0.00615277,5.53E-06,2.17E-08,5.73E-07
362,2,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,10092.33754,61623.66418,382.5398814,881.4483921,0.054080773,0.330216403,0.002049877,0.004723327,0.043137256,0.48888889,0,0,0.056657277,0.223986979,0.007907686,0.018840911,2,173461,3929.918,0.163773733,0.006207678,0.014303732,0.058182171,0.002205337,0.005081536,9.44E-07,3.58E-08,8.25E-08
363,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,4212.996192,15031.96395,3.100653715,301.9817087,0.095439734,0.340528826,7.02E-05,0.006840987,0.078431375,0.403921574,0,0,0.086091511,0.19474888,0.000771452,0.013981402,1,39704,1030.46,0.280269179,0.000206271,0.020089305,0.10611012,7.81E-05,0.007605826,7.06E-06,5.20E-09,5.06E-07
364,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,4659.764839,27285.14074,131.679743,213.7411831,0.053964317,0.31598676,0.001524971,0.002475317,0.050980393,0.356862754,0,0,0.046182779,0.187634003,0.005905376,0.009211281,1,78500,1957.112,0.170780312,0.004826061,0.007833611,0.059360062,0.001677449,0.002722818,2.18E-06,6.15E-08,9.98E-08
366,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,777.698066,13131.13107,0.315032692,12.41830107,0.012699807,0.214431325,5.14E-06,0.000202791,0.007843138,0.214379087,0,0,0.015239022,0.121724822,0.00016196,0.001908273,1,55878,1233.058,0.05922552,2.40E-05,0.000945715,0.013917786,5.64E-06,0.00022224,1.06E-06,4.29E-10,1.69E-08
371,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,927.61964,35608.25723,24.82614466,138.0522919,0.006182853,0.237339331,0.000165473,0.000920158,0,0.250980407,0,0,0.0143084,0.103545909,0.002021891,0.00631168,1,140734,2135.748,0.026050689,0.000697202,0.003876974,0.006591297,0.000176405,0.000980945,1.85E-07,4.95E-09,2.75E-08
372,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,5615.655062,32799.10866,56.17647248,58.4130739,0.061843697,0.361207751,0.000618656,0.000643287,0.050980393,0.539869308,0,0,0.062714533,0.217140339,0.003641396,0.003713677,1,83587,1968.596,0.171213649,0.001712744,0.001780935,0.067183355,0.000672072,0.00069883,2.05E-06,2.05E-08,2.13E-08
374,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,2867.74518,19734.26601,38.71503395,128.9882394,0.049701818,0.342020936,0.000670983,0.002235537,0.047058824,0.407843143,0,0,0.043662786,0.188579368,0.00406777,0.00970803,1,52590,1235.408,0.145318056,0.001961818,0.006536257,0.054530237,0.000736167,0.002452714,2.76E-06,3.73E-08,1.24E-07
375,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,3758.055015,40845.54107,25.47843231,70.8679761,0.031104835,0.338072166,0.000210881,0.000586563,0.027450981,0.401307195,0,0,0.027785946,0.181983995,0.001560063,0.004951331,1,111703,2340.212,0.092006494,0.000623775,0.001735024,0.033643277,0.000228091,0.000634432,8.24E-07,5.58E-09,1.55E-08
376,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,617.6157055,4187.005344,0,48.62222374,0.023419373,0.158767077,0,0.001843706,0.019607844,0.155555561,0,0,0.02374134,0.089555721,0,0.007172907,1,23202,712.226,0.147507742,0,0.011612649,0.026619072,0,0.002095605,6.36E-06,0,5.01E-07
376,2,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,2053.976534,22494.38749,0.058823532,37.24706007,0.026466382,0.289849981,7.58E-07,0.000479945,0.023529412,0.326797396,0,0,0.024663059,0.140300101,6.62E-05,0.002864234,2,71903,1350.548,0.091310623,2.62E-06,0.001655838,0.028565937,8.18E-07,0.000518018,1.27E-06,3.64E-11,2.30E-08
382,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,699.2784516,2679.234059,0,343.0248461,0.046752588,0.179129107,0,0.022934067,0.035294119,0.138562098,0,0,0.048397604,0.135103701,0,0.043148405,1,12651,511.214,0.260999389,0,0.128030937,0.055274559,0,0.027114445,2.06E-05,0,1.01E-05
385,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,5847.988403,43490.67584,2.270588324,197.5372611,0.03790405,0.281887142,1.47E-05,0.001280348,0.027450981,0.31633988,0,0,0.041908447,0.198508575,0.000337906,0.007506683,1,142035,3869.816,0.134465337,5.22E-05,0.00454206,0.041172869,1.60E-05,0.001390765,9.47E-07,3.68E-10,3.20E-08
392,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,1563.839258,3549.017094,0.682352969,687.3987128,0.094093818,0.213538935,4.11E-05,0.04135973,0.062745102,0.163398698,0,0.015686275,0.09270877,0.164662367,0.000622215,0.091400656,1,14100,586.596,0.440640103,0.000192265,0.193687067,0.110910586,4.84E-05,0.048751682,3.13E-05,1.36E-08,1.37E-05
393,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,9059.184562,42791.75586,11.37908538,1160.436636,0.077649932,0.366785431,9.75E-05,0.009946571,0.06666667,0.471895456,0,0,0.072701818,0.200745246,0.001084411,0.025711546,1,108270,2301.588,0.211703969,0.000265918,0.027118229,0.083672158,0.000105099,0.010717989,1.96E-06,2.46E-09,2.50E-07
394,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,1636.549064,6112.947916,0.024836602,129.0379123,0.076599535,0.286119725,1.16E-06,0.006039687,0.054901961,0.29281047,0,0,0.073827052,0.195045558,6.13E-05,0.018917872,1,18518,638.978,0.26771847,4.06E-06,0.02110895,0.088376124,1.34E-06,0.006968242,1.45E-05,2.19E-10,1.14E-06
396,1,DAY4,Male,KO,AG55,-,nan,UV,2,Z3,258.2823602,1468.946448,0,2.470588322,0.055012217,0.312874643,0,0.000526217,0.054901961,0.356862754,0,0,0.041145218,0.181368685,0,0.003200195,1,3470,241.782,0.175828302,0,0.001681878,0.074432957,0,0.000711985,5.07E-05,0,4.85E-07
6,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,16.47451054,1578.068016,250.3634063,0.332026155,0.001735803,0.166269942,0.026379033,3.50E-05,0,0.166013077,0,0,0.004352504,0.110334929,0.046300383,0.000473481,1,7728,370.304,0.010439671,0.158651848,0.0002104,0.002131795,0.032396921,4.30E-05,1.35E-06,2.05E-05,2.72E-08
6,2,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,148.4392209,4751.920381,646.6143968,19.49019672,0.008455666,0.270687575,0.036833631,0.001110236,0,0.315032691,0.019607844,0,0.014598819,0.166617999,0.045882734,0.004990685,2,15130,535.73,0.031237733,0.136074333,0.004101541,0.00981092,0.042737237,0.001288182,2.06E-06,8.99E-06,2.71E-07
7,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,186.8588296,1823.811814,126.8980431,109.0797417,0.016129377,0.157428728,0.010953651,0.009415601,0.007843138,0.151633993,0,0,0.023240962,0.108707788,0.028632496,0.027764045,1,9457,458.724,0.102455104,0.069578474,0.059808661,0.019758785,0.013418425,0.011534286,1.08E-05,7.36E-06,6.32E-06
19,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,346.0745221,9034.857775,1107.831403,50.3503284,0.009757924,0.254747019,0.031236435,0.001419679,0.003921569,0.258823544,0.003921569,0,0.012721533,0.163314258,0.051075706,0.007014149,1,31636,892.104,0.038304369,0.12261747,0.005572897,0.010939263,0.035018062,0.001591552,1.21E-06,3.88E-06,1.76E-07
20,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,703.8078644,2096.755611,0,897.2889139,0.033985604,0.101248521,0,0.043328452,0.027450981,0.09150327,0,0.03398693,0.030202002,0.057223945,0,0.041955737,1,16957,921.002,0.335665187,0,0.427941582,0.041505447,0,0.052915546,1.98E-05,0,2.52E-05
25,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,62.26666881,924.6196334,100.586931,32.76078531,0.006131023,0.091041713,0.009904188,0.003225757,0,0.071895428,0,0,0.013675044,0.078858131,0.023771932,0.010509759,1,7710,530.558,0.06734301,0.108787362,0.035431635,0.008076092,0.013046295,0.004249129,8.73E-06,1.41E-05,4.60E-06
26,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,15.57647123,3220.756953,771.1751844,3.077124286,0.000994095,0.205549617,0.049216618,0.000196383,0,0.224836603,0.003921569,0,0.003884619,0.119170512,0.071024819,0.001763643,1,13338,519.59,0.004836277,0.239439112,0.000955404,0.001167827,0.057817903,0.000230704,3.63E-07,1.80E-05,7.16E-08
29,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,257.7882444,3203.968714,23.32941253,60.05751827,0.011488402,0.142785717,0.001039681,0.002676479,0.007843138,0.128104582,0,0,0.013651788,0.094733526,0.005071555,0.008055295,1,18852,845.41,0.080459039,0.007281411,0.018744727,0.013674318,0.001237503,0.003185737,4.27E-06,3.86E-07,9.94E-07
33,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,17.59215751,331.9882442,0,42.65359602,0.005308436,0.100177503,0,0.012870729,0,0.071895428,0,0,0.009751483,0.086723321,0,0.020166869,1,2222,229.674,0.052990303,0,0.128479236,0.007917263,0,0.019196038,2.38E-05,0,5.78E-05
37,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,134.8039265,12461.08008,2083.886332,84.36340134,0.002798097,0.258652056,0.043254797,0.001751114,0,0.282352954,0.015686275,0,0.008635537,0.126670281,0.063395988,0.00777678,1,43800,995.046,0.010817997,0.167231598,0.006770152,0.003077715,0.047577314,0.001926105,2.47E-07,3.82E-06,1.55E-07
38,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,282.1529509,6561.971401,825.9333572,17.39346465,0.011325531,0.263395472,0.033152706,0.000698168,0.003921569,0.301960796,0.018300654,0,0.014633558,0.156469811,0.041294094,0.003203781,1,21862,698.506,0.042998199,0.12586665,0.002650646,0.012906091,0.037779405,0.000795603,1.97E-06,5.76E-06,1.21E-07
40,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,1949.764765,21894.51185,2777.695503,489.0431517,0.027369729,0.307343157,0.038991767,0.00686492,0.023529412,0.329411775,0.018300654,0,0.028498333,0.192024023,0.047624327,0.017675488,1,65546,1412.764,0.089052671,0.126867204,0.022336335,0.02974651,0.042377803,0.007461068,1.36E-06,1.94E-06,3.41E-07
44,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,24.13333431,1375.239252,292.6653677,17.04575219,0.00197636,0.112622984,0.023967355,0.001395934,0,0.101960786,0,0,0.00580431,0.081326011,0.046216519,0.005213035,1,9718,576.456,0.017548462,0.212810511,0.012394754,0.002483364,0.030115802,0.001754039,1.81E-06,2.19E-05,1.28E-06
45,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,176.1803979,12791.62259,4120.26024,55.31503447,0.003042209,0.220880346,0.071146917,0.000955157,0,0.236601308,0.049673203,0,0.011800182,0.104110366,0.075161856,0.004831916,1,52568,1204.982,0.013773108,0.322106145,0.004324317,0.003351476,0.078379627,0.001052257,2.62E-07,6.13E-06,8.23E-08
47,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,49.45882519,272.5542558,59.39346578,13.26013115,0.011801199,0.065033227,0.014171669,0.003163954,0.003921569,0.05751634,0,0,0.017804893,0.051453563,0.027535514,0.008475243,1,2797,324.954,0.181464146,0.217914285,0.048651345,0.017682812,0.021234704,0.004740841,6.49E-05,7.79E-05,1.74E-05
48,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,582.1647237,4135.522991,169.7085015,78.09150581,0.024359376,0.173041675,0.007101071,0.003267564,0.015686275,0.156862751,0,0,0.029204752,0.118035856,0.027353245,0.008192491,1,20199,930.792,0.140771729,0.041036769,0.018883103,0.028821463,0.008401827,0.003866108,6.97E-06,2.03E-06,9.35E-07
50,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,102.9529448,2579.473275,216.5516404,18.25882416,0.007635193,0.191298819,0.016059896,0.00135411,0,0.169934645,0.00130719,0,0.011800477,0.132214832,0.027542281,0.00515734,1,11315,488.45,0.039912391,0.083951884,0.007078509,0.009098802,0.019138457,0.001613683,3.53E-06,7.42E-06,6.26E-07
54,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,192.7882417,29067.56943,8216.941401,30.10719052,0.001532206,0.231017687,0.06530504,0.00023928,0,0.236601308,0.039215688,0,0.009690309,0.103067735,0.075503314,0.002683953,1,118230,1691.89,0.006632417,0.282684158,0.001035766,0.00163062,0.069499631,0.000254649,5.61E-08,2.39E-06,8.76E-09
57,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,66.03921813,4476.218425,688.5751819,8.057516607,0.002533247,0.171706564,0.026413563,0.000309084,0,0.173856214,0,0,0.008009985,0.100849944,0.052068441,0.002391281,1,22879,691.806,0.01475335,0.153829665,0.001800072,0.002886456,0.030096385,0.00035218,6.45E-07,6.72E-06,7.87E-08
65,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,67.02745363,4201.273314,378.1346509,155.1738607,0.002446525,0.153347933,0.013802046,0.0056639,0,0.146405235,0,0,0.006516171,0.097110556,0.038536989,0.019845614,1,23879,800.506,0.015954081,0.090004773,0.03693496,0.002806962,0.015835448,0.00649834,6.68E-07,3.77E-06,1.55E-06
65,2,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,258.8745191,12696.4278,2753.728178,94.7006566,0.005357613,0.262762636,0.056990587,0.001959905,0,0.281045765,0.023529412,0,0.010846967,0.131095748,0.079572872,0.007163717,2,44010,989.83,0.020389555,0.216889996,0.007458843,0.005882175,0.062570511,0.002151799,4.63E-07,4.93E-06,1.69E-07
68,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,653.5843345,11427.24082,1353.662784,47.16862899,0.016023544,0.280154964,0.033186957,0.001156406,0.003921569,0.322875828,0.013071896,0,0.029078434,0.175163806,0.048739184,0.004816138,1,36673,950.212,0.057195288,0.118459286,0.004127736,0.017821949,0.0369117,0.001286195,1.56E-06,3.23E-06,1.13E-07
68,2,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,17.74902029,259.3921636,0,81.39869517,0.005347701,0.07815371,0,0.024525066,0,0.054901961,0,0.015686275,0.008736352,0.068974408,0,0.026600552,2,2127,255.502,0.06842543,0,0.313805529,0.008344626,0,0.03826925,3.22E-05,0,0.000147534
69,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,463.7607992,5307.170086,848.002639,69.08496961,0.015453542,0.176846721,0.028257336,0.002302065,0.007843138,0.193464056,0.007843138,0,0.019154481,0.09941671,0.040665228,0.006166114,1,26193,936.69,0.087383821,0.159784334,0.01301729,0.017705524,0.032375163,0.002637536,3.34E-06,6.10E-06,4.97E-07
69,2,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,259.2902042,1891.205281,258.8666742,299.5660218,0.021012172,0.153258127,0.02097785,0.024276015,0.015686275,0.132026151,0.00130719,0.013071896,0.023990528,0.106577898,0.032538675,0.030401636,2,9942,570.386,0.137103152,0.136879204,0.158399527,0.026080286,0.026037686,0.030131364,1.38E-05,1.38E-05,1.59E-05
73,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,163.0274566,18613.38744,5415.790997,94.59608131,0.002332963,0.266362156,0.077501302,0.001353693,0,0.284967333,0.048366014,0,0.01255615,0.124800415,0.08632232,0.009644265,1,64376,1280.332,0.008758613,0.290962138,0.005082153,0.002532426,0.084127485,0.001469431,1.36E-07,4.52E-06,7.89E-08
75,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,37.18823658,299.0915113,0,357.3019705,0.007949602,0.063935766,0,0.076379216,0,0.05751634,0,0.06797386,0.014143317,0.030872748,0,0.068229228,1,3206,339.164,0.124337319,0,1.194624244,0.011599575,0,0.111447901,3.88E-05,0,0.000372621
76,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,2.309804026,354.1568714,110.3764738,0.175163405,0.00059855,0.091774261,0.028602351,4.54E-05,0,0.074509807,0.018300654,0,0.002558907,0.070559734,0.031456157,0.000600859,1,2723,237.26,0.00652198,0.31165984,0.000494593,0.000848257,0.040534878,6.43E-05,2.40E-06,0.000114455,1.82E-07
76,2,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,75.67451273,9866.804194,1773.908546,15.19738613,0.001633063,0.212926567,0.038281114,0.000327961,0,0.220915034,0,0,0.006780231,0.104507519,0.06466077,0.002201478,2,42038,930.422,0.007669607,0.179785522,0.001540254,0.001800145,0.042197739,0.000361515,1.82E-07,4.28E-06,3.66E-08
76,3,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,94.43137629,15452.12588,4524.611891,24.49411845,0.001838581,0.300853291,0.088094311,0.000476901,0,0.34248367,0.075816996,0,0.00580447,0.152613142,0.081542224,0.003276928,3,46854,1072.734,0.006111222,0.292814848,0.001585162,0.002015439,0.096568316,0.000522775,1.30E-07,6.25E-06,3.38E-08
77,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,63.03529652,1178.563431,206.7764765,74.17516566,0.006581946,0.12306186,0.021590945,0.007745136,0,0.111111112,0,0,0.010365002,0.085905882,0.051227697,0.02199054,1,7580,418.17,0.053484857,0.175447898,0.062936931,0.008316002,0.027279219,0.009785642,7.06E-06,2.31E-05,8.30E-06
84,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,117.5686315,2745.558246,423.6431488,113.4405262,0.007054823,0.16474997,0.025421131,0.006807112,0,0.162091509,0,0,0.019780456,0.104653804,0.049446542,0.030541654,1,13988,569.386,0.042821394,0.154301279,0.041317836,0.008404964,0.030286185,0.008109846,3.06E-06,1.10E-05,2.95E-06
85,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,558.3372726,9204.170183,1489.077165,276.7843218,0.013740981,0.226519582,0.036646991,0.006811811,0,0.233986929,0.009150327,0,0.027904512,0.138533069,0.052184902,0.024898312,1,36223,980.212,0.060661337,0.161782881,0.030071621,0.015413888,0.04110861,0.007641121,1.67E-06,4.47E-06,8.30E-07
88,1,DAY4,Male,WT,AG56,-,nan,NOUV,1,Z3,608.0666878,20379.96525,4170.469394,343.3987027,0.00954399,0.319876401,0.065458146,0.005389859,0,0.383006543,0.044444446,0,0.014235917,0.177006437,0.071645511,0.020689104,1,58389,1284.478,0.029836493,0.204635746,0.016849818,0.010414062,0.071425601,0.005881223,5.11E-07,3.50E-06,2.89E-07
